,Index,Bankrupt?, ROA(C) before interest and depreciation before interest, ROA(A) before interest and % after tax, ROA(B) before interest and depreciation after tax, Operating Gross Margin, Realized Sales Gross Margin, Operating Profit Rate, Pre-tax net Interest Rate, After-tax net Interest Rate, Non-industry income and expenditure/revenue, Continuous interest rate (after tax), Operating Expense Rate, Research and development expense rate, Cash flow rate, Interest-bearing debt interest rate, Tax rate (A), Net Value Per Share (B), Net Value Per Share (A), Net Value Per Share (C), Persistent EPS in the Last Four Seasons, Cash Flow Per Share, Revenue Per Share (Yuan ¥), Operating Profit Per Share (Yuan ¥), Per Share Net profit before tax (Yuan ¥), Realized Sales Gross Profit Growth Rate, Operating Profit Growth Rate, After-tax Net Profit Growth Rate, Regular Net Profit Growth Rate, Continuous Net Profit Growth Rate, Total Asset Growth Rate, Net Value Growth Rate, Total Asset Return Growth Rate Ratio, Cash Reinvestment %, Current Ratio, Quick Ratio, Interest Expense Ratio, Total debt/Total net worth, Debt ratio %, Net worth/Assets, Long-term fund suitability ratio (A), Borrowing dependency, Contingent liabilities/Net worth, Operating profit/Paid-in capital, Net profit before tax/Paid-in capital, Inventory and accounts receivable/Net value, Total Asset Turnover, Accounts Receivable Turnover, Average Collection Days, Inventory Turnover Rate (times), Fixed Assets Turnover Frequency, Net Worth Turnover Rate (times), Revenue per person, Operating profit per person, Allocation rate per person, Working Capital to Total Assets, Quick Assets/Total Assets, Current Assets/Total Assets, Cash/Total Assets, Quick Assets/Current Liability, Cash/Current Liability, Current Liability to Assets, Operating Funds to Liability, Inventory/Working Capital, Inventory/Current Liability, Current Liabilities/Liability, Working Capital/Equity, Current Liabilities/Equity, Long-term Liability to Current Assets, Retained Earnings to Total Assets, Total income/Total expense, Total expense/Assets, Current Asset Turnover Rate, Quick Asset Turnover Rate, Working capitcal Turnover Rate, Cash Turnover Rate, Cash Flow to Sales, Fixed Assets to Assets, Current Liability to Liability, Current Liability to Equity, Equity to Long-term Liability, Cash Flow to Total Assets, Cash Flow to Liability, CFO to Assets, Cash Flow to Equity, Current Liability to Current Assets, Liability-Assets Flag, Net Income to Total Assets, Total assets to GNP price, No-credit Interval, Gross Profit to Sales, Net Income to Stockholder's Equity, Liability to Equity, Degree of Financial Leverage (DFL), Interest Coverage Ratio (Interest expense to EBIT), Net Income Flag, Equity to Liability
3679,3679,0,0.531516599,0.590819887,0.586701644,0.601269837,0.601190562,0.999019466,0.797434421,0.809353976,0.303497456,0.781617694,7120000000.0,5210000000.0,0.459198309,0.000927093,0.078854135,0.207829421,0.207829421,0.207829421,0.237023731,0.312583999,0.095119258,0.121244198,0.190856368,0.022315319,0.850289471,0.689725477,0.689725477,0.217934181,8150000000.0,0.000606167,0.264535204,0.370608398,0.012448635,0.005252736,0.631643745,0.004415506,0.096230009,0.903769991,0.00556942,0.372518078,0.005365848,0.120930839,0.187361436,0.405481878,0.352323838,0.002875027,0.00219967,0.000109485,0.0008208,0.073387097,0.044572066,0.400669365,0.007736406,0.844881351,0.308338008,0.668061535,0.054873885,0.005547713,0.002876922,0.100957618,0.33418366,0.277516434,0.018164993,0.985035661,0.737702461,0.330132188,0.0,0.940249136,0.002356919,0.033498101,72600000.0,3150000000.0,0.593945298,1850000000.0,0.671569507,0.224497695,0.985035661,0.330132188,0.110933234,0.63222928,0.456484288,0.544098852,0.31308461,0.023523819,0,0.820850033,0.002261744,0.623701314,0.601267662,0.841753527,0.277981553,0.027170255,0.566488764,1,0.039563658
3687,3687,0,0.759810852,0.831716092,0.823384549,0.626284611,0.626284611,0.999412673,0.797903118,0.809770998,0.30349383,0.782065695,8030000000.0,2580000000.0,0.478895851,0.000169017,0.057900597,0.217226413,0.217226413,0.217226413,0.32050676,0.3351489,0.047521817,0.195260972,0.264969496,0.022334299,0.848253155,0.690035338,0.690035338,0.217666531,0.000130975,0.000778502,0.268263515,0.39509519,0.022431755,0.019333439,0.630622526,0.001749058,0.047344076,0.952655924,0.005526594,0.370338394,0.005365848,0.195287182,0.258555162,0.402920328,0.232383808,0.000649265,0.009726877,0.000179035,0.000402457,0.041451613,0.027017023,0.43262251,0.011007094,0.874906568,0.558069205,0.619228171,0.031943095,0.019497789,0.003218529,0.052302455,0.393058908,0.277068125,0.007923529,0.996853127,0.738054768,0.327824667,0.0,0.976521807,0.003399799,0.019907156,0.000130992,0.000122611,0.593987346,1930000000.0,0.671565806,0.293653383,0.996853127,0.327824667,0.110933234,0.629056282,0.452240069,0.64981054,0.313020023,0.013061282,0,0.932318381,0.001152983,0.624681295,0.626282458,0.84759186,0.276047364,0.026794144,0.565172598,1,0.081093773
3689,3689,0,0.465460927,0.515100305,0.518175491,0.597493478,0.597904265,0.998943898,0.79722525,0.809173132,0.303290078,0.781417974,9400000000.0,4140000000.0,0.465343097,0.000224022,0.0,0.221103198,0.221103198,0.221103198,0.203838518,0.323831082,0.016213682,0.093966289,0.16072908,0.022007981,0.847778116,0.689599704,0.689586748,0.217600629,6230000000.0,0.000436253,0.26431996,0.380593122,0.006928528,0.005194095,0.629854043,0.004990014,0.104362548,0.895637452,0.005278848,0.374535601,0.005501121,0.094003941,0.160500716,0.396074344,0.044977511,0.000937376,0.006744173,0.000115026,5750000000.0,0.016290323,0.017842927,0.390945478,0.038905906,0.759594784,0.18775089,0.236208074,0.11066546,0.005392031,0.009132085,0.063967919,0.347528117,0.277820734,0.004322265,0.572282576,0.732495361,0.328790289,0.018414122,0.928083596,0.00210268,0.013318775,0.000209245,0.000170789,0.593935643,0.000264822,0.671590395,0.397557617,0.572282576,0.328790289,0.117385891,0.652713354,0.46163519,0.588078705,0.315977936,0.041710716,0,0.786016362,0.075825145,0.623875764,0.597494707,0.83932833,0.278397934,0.026597981,0.564031254,1,0.036277562
3694,3694,0,0.489591966,0.547535979,0.534557524,0.595799882,0.595799882,0.998964235,0.797392227,0.809314006,0.30353927,0.78157236,3990000000.0,0.0,0.457705309,0.000409041,0.373620812,0.179891281,0.179891281,0.179891281,0.223787463,0.288392162,0.264364687,0.099829004,0.181667545,0.022044376,0.847952716,0.689288429,0.689288429,0.217579517,0.000103108,0.000465424,0.26393221,0.335466264,0.007395921,0.006569664,0.63208141,0.030230989,0.228073888,0.771926112,0.005281239,0.38571697,0.005365848,0.099793183,0.180687731,0.436314261,0.55922039,0.001468962,0.004301993,0.000507108,0.001389686,0.23516129,0.249883231,0.395049863,0.0222258,0.79371549,0.807069612,0.826170537,0.027286821,0.007044736,0.000699862,0.206866729,0.331017906,0.277142906,0.001263278,0.869705884,0.739574826,0.349604117,0.003811319,0.936229884,0.002269973,0.023951121,593000000.0,633000000.0,0.593924191,633000000.0,0.671567312,0.167404427,0.869705884,0.349604117,0.123614433,0.615111919,0.45613441,0.494205383,0.303440447,0.039159936,0,0.801558657,0.000368337,0.62389231,0.595798948,0.841156023,0.296703138,0.027212801,0.566595488,1,0.014627436
3702,3702,0,0.502218106,0.565852595,0.54724557,0.601334698,0.601334698,0.999039918,0.797510923,0.809399806,0.303588093,0.781646185,5300000000.0,357000000.0,0.476294004,0.000927093,0.247191011,0.196746871,0.196746871,0.196746871,0.224260187,0.323583504,0.026967346,0.105203159,0.182646682,0.022035526,0.847978761,0.689312205,0.689312205,0.217580772,6440000000.0,0.000459535,0.263741054,0.37983868,0.025146255,0.020226778,0.630624238,0.001450861,0.040360371,0.959639629,0.006964242,0.369637181,0.005365848,0.105159021,0.181668049,0.395677786,0.134932534,0.003144877,0.002010956,0.000163941,0.000692952,0.026290323,0.060484996,0.40792836,0.012166889,0.832376687,0.35235264,0.389216236,0.047333845,0.021965322,0.008437649,0.029355542,0.369799959,0.277061383,0.008560529,0.645613731,0.735845678,0.327076241,0.0,0.941129609,0.002579228,0.010037855,0.000108039,0.000102434,0.593978381,3820000000.0,0.671583855,0.108845147,0.645613731,0.327076241,0.110933234,0.661471607,0.470142899,0.605567465,0.31657681,0.011635663,0,0.816480568,0.005163104,0.625081599,0.601332076,0.841146398,0.27583106,0.026793937,0.565171619,1,0.094424795
3704,3704,0,0.516452981,0.578390754,0.565340757,0.602372476,0.602372476,0.999041651,0.797464856,0.809374157,0.303504223,0.781635659,6790000000.0,3910000000.0,0.462729507,0.000128013,0.158619293,0.192785808,0.192785808,0.192785808,0.238063723,0.321673622,0.074474038,0.12336129,0.192664005,0.022139416,0.848095366,0.689427187,0.689427187,0.217597801,7200000000.0,0.000452273,0.264037889,0.371921687,0.010464866,0.00918917,0.630624238,0.008186287,0.139825256,0.860174744,0.005865803,0.37158201,0.005365848,0.123324702,0.191742704,0.406505427,0.251874063,0.000902884,0.007006323,0.00022623,0.000948648,0.059193548,0.048214679,0.404965966,0.006487895,0.845572019,0.74364687,0.818794646,0.29802583,0.009215848,0.010785811,0.146466654,0.344672325,0.277128307,0.003578797,0.995790495,0.739353988,0.333500089,0.0,0.940198791,0.002440521,0.021629442,0.000127968,0.000120812,0.593955844,0.000133977,0.671613729,0.130612508,0.995790495,0.333500089,0.110933234,0.762165443,0.480968371,0.582812232,0.335631243,0.027913835,0,0.822615263,0.003602178,0.624169739,0.602369045,0.842381176,0.280716227,0.02679428,0.565173242,1,0.026272159
3713,3713,0,0.502071857,0.555167902,0.546763745,0.597025036,0.597032243,0.998961462,0.797459184,0.809355929,0.303661811,0.781617413,6240000000.0,4350000000.0,0.460709762,0.000177018,0.344670513,0.204247609,0.204247609,0.204247609,0.228609246,0.314776827,0.060090446,0.095431968,0.191157641,0.022104491,0.847940235,0.689558298,0.689558298,0.217611271,804000000.0,0.000546351,0.264146677,0.372350136,0.008027432,0.007066864,0.630962247,0.010002827,0.154760105,0.845239895,0.005340444,0.374337651,0.006978771,0.095445145,0.186094563,0.406190592,0.164917541,0.00060057,0.010530406,0.00022795,0.000375979,0.048870968,0.015689673,0.391974401,0.005635616,0.787349248,0.475036594,0.529650679,0.08828386,0.007008422,0.003803641,0.122955937,0.339111353,0.277252155,0.002986333,0.754182145,0.735098828,0.332967956,0.0,0.935963392,0.002383391,0.013517687,0.000133716,0.000124477,0.593940164,6350000000.0,0.671583308,0.217781215,0.754182145,0.332967956,0.110933234,0.662727168,0.462539056,0.55687995,0.318428141,0.036168987,0,0.808091877,0.004952895,0.62400309,0.597022089,0.841217427,0.282033499,0.026868201,0.565500795,1,0.023398232
3716,3716,0,0.638180666,0.622928478,0.682102896,0.612815117,0.612815117,0.999230571,0.797670983,0.809579869,0.303469177,0.781881975,4640000000.0,3530000000.0,0.485020508,0.000340034,0.00273307,0.269015212,0.269015212,0.269015212,0.320223126,0.386362029,0.074776533,0.189316831,0.248248851,0.022108679,0.848040899,0.689430563,0.689430563,0.21759809,7670000000.0,0.000497391,0.264345603,0.394201036,0.010356286,0.009930292,0.630878344,0.009255054,0.148955468,0.851044532,0.005095394,0.378235138,0.005365848,0.189278095,0.247387075,0.400193992,0.115442279,0.000811581,0.007791066,0.000492586,9230000000.0,0.034516129,0.022261064,0.411964904,0.031177291,0.789446241,0.333222288,0.336292596,0.105811803,0.009964831,0.009118455,0.061233509,0.368555584,0.27703489,0.001366603,0.383371656,0.73514914,0.329432394,0.028657408,0.960938384,0.003033937,0.010195001,0.000118766,0.000123509,0.593952644,0.000107058,0.671593913,0.603923974,0.383371656,0.329432394,0.12935104,0.670568628,0.464004031,0.699118977,0.319748293,0.028200278,0,0.843956364,0.039767535,0.623610087,0.612814458,0.844512585,0.281490985,0.026863585,0.565481597,1,0.024447186
3722,3722,0,0.4971969,0.568305713,0.551474918,0.612195333,0.612195333,0.99917869,0.797621595,0.809533779,0.303491172,0.781814326,8820000000.0,0.0,0.462045075,0.000352035,0.001417147,0.186970629,0.186970629,0.186970629,0.246667297,0.322557827,0.028963807,0.124664115,0.194471643,0.022074133,0.848021065,0.689367979,0.689367979,0.217590395,7500000000.0,0.000441218,0.263901905,0.369136768,0.008324467,0.000254527,0.631512924,0.026006073,0.219729722,0.780270278,0.005766944,0.391810917,0.005477357,0.123096715,0.192858759,0.431420254,0.053973013,0.014003835,0.000451718,707000000.0,0.000304869,0.02983871,0.302336854,0.611689017,0.13949366,0.819245932,0.176437639,0.9004256,0.025625562,0.001509387,0.000676239,0.201045459,0.342391123,0.278433848,0.017944511,0.876972488,0.742793706,0.346508247,0.00306419,0.937630313,0.002687011,0.007059242,0.000731942,0.000142041,0.594056572,5470000000.0,0.671555355,0.094269738,0.876972488,0.346508247,0.120849115,0.632665988,0.458072673,0.576869319,0.310900603,0.034913465,0,0.814847902,0.028800595,0.620927233,0.612191673,0.843394925,0.293639395,0.0269302,0.565744293,1,0.015337823
3733,3733,0,0.492224443,0.562581771,0.551100166,0.600311333,0.600332954,0.998979371,0.797417267,0.809353456,0.303551113,0.781613483,9750000000.0,8510000000.0,0.45854575,0.000619062,0.0,0.202730606,0.202730606,0.202730606,0.228231067,0.30964844,0.063312008,0.100724697,0.179257362,0.022145832,0.847983114,0.689648726,0.689648726,0.217624766,8500000000.0,0.000548622,0.264197963,0.366947953,0.009457693,0.005268956,0.631018411,0.006377042,0.121534601,0.878465399,0.005437412,0.372190399,0.005446281,0.100745843,0.177460222,0.405083981,0.221889055,0.001156503,0.005467579,0.00011044,0.000529548,0.051935484,0.019285284,0.393139006,0.005814958,0.80984284,0.354681001,0.594004319,0.084106322,0.005467786,0.003791267,0.117498936,0.332842823,0.277562252,0.01065376,0.914357912,0.736076001,0.331442047,0.001313859,0.938198799,0.002334322,0.025011452,0.000110808,6640000000.0,0.593945713,4570000000.0,0.671553745,0.242012489,0.914357912,0.331442047,0.112181581,0.598777586,0.45007401,0.53365648,0.307575612,0.030824075,0,0.811231488,0.007017679,0.623683804,0.600312886,0.841242669,0.279403612,0.026974197,0.565902316,1,0.030730765
3737,3737,0,0.592648564,0.635630179,0.625354676,0.610170224,0.610170224,0.999169909,0.797604441,0.809466337,0.303479812,0.78173615,6460000000.0,1320000000.0,0.466472073,0.000513051,0.24779836,0.2193755,0.2193755,0.2193755,0.280230689,0.345051991,0.085938563,0.17905708,0.24998117,0.022273615,0.848173808,0.69006624,0.689966002,0.21765941,0.000123837,0.000850944,0.265338679,0.398383071,0.010089828,0.00824218,0.630755401,0.010147822,0.155818242,0.844181758,0.005821393,0.371602141,0.008399751,0.179026821,0.238481261,0.410294163,0.227886057,0.000679699,0.0093059,0.000170819,0.000712621,0.068387097,0.024017743,0.408685918,0.00450231,0.836462402,0.70630928,0.778742674,0.149414251,0.008877819,0.005485281,0.144381103,0.35414892,0.277137729,0.003484183,0.881906016,0.739398007,0.334209472,0.002096377,0.947021505,0.002585038,0.022590334,0.000167822,0.000156946,0.593964733,9030000000.0,0.671598833,0.135411963,0.881906016,0.334209472,0.114165587,0.699764551,0.468583818,0.632571028,0.325736304,0.028931202,0,0.842916765,0.005724721,0.624356334,0.610171923,0.844626872,0.282138634,0.026825609,0.565317485,1,0.023212608
3738,3738,1,0.392775313,0.432239424,0.432946089,0.586921114,0.586921114,0.998775546,0.797126475,0.809068193,0.303469902,0.781325062,8640000000.0,6600000000.0,0.461523364,0.000216022,0.0,0.120180355,0.120180355,0.120180355,0.115060981,0.319021009,0.093243795,0.01481964,0.084883633,0.020457211,0.848061909,0.689515335,0.689515335,0.217608035,4220000000.0,0.000164924,0.264689061,0.422683581,0.005246161,0.00287029,0.630306434,0.378620086,0.30537836,0.69462164,0.004128852,0.0,0.005365848,0.014786588,0.083787045,0.0,0.157421289,0.000527528,0.011999129,8220000000.0,0.003739368,0.235483871,0.118564106,0.318841727,0.001901241,0.72005772,0.555110987,0.885584805,0.093115267,0.003185487,0.001606908,0.307686354,0.341056489,0.275377813,0.005676092,0.972028805,0.782321875,0.0,0.0,0.907144499,0.001883429,0.036071948,0.00018423,0.000116286,0.593897458,5400000000.0,0.671541836,0.012076354,0.972028805,0.0,0.110933234,0.574913718,0.453512155,0.568591012,0.569230676,0.054444871,1,0.722761256,0.002417803,0.622734311,0.586922849,0.976180495,0.0,0.026702754,0.564698392,1,0.009879211
3739,3739,0,0.574172476,0.574956389,0.620589967,0.608325286,0.608325286,0.999130045,0.797528769,0.809442641,0.303430989,0.781771238,7490000000.0,3890000000.0,0.495817082,0.000211021,0.030367446,0.205511778,0.205511778,0.205511778,0.241467335,0.342187168,0.029357049,0.118394268,0.185659411,0.02203894,0.847985208,0.689228442,0.689228442,0.217581027,5250000000.0,0.000410175,0.263037042,0.38396483,0.016489808,0.01455794,0.630646156,0.001863048,0.049913837,0.950086163,0.005191862,0.370201954,0.005365848,0.118089143,0.184510972,0.395703241,0.115442279,0.001381717,0.004575244,0.000335333,0.000126335,0.024032258,0.012146938,0.398792429,0.012362366,0.818725018,0.374783069,0.389597004,0.279196659,0.015333848,0.032809286,0.04477706,0.424814799,0.277036257,0.003337191,0.811135482,0.735316446,0.327602407,0.002525222,0.940832429,0.002485141,0.018713193,0.000116991,0.000117963,0.593971549,0.000241281,0.671556554,0.513717302,0.811135482,0.327602407,0.112059378,0.619360874,0.44789112,0.708303832,0.311912112,0.017790026,0,0.823909679,0.065879304,0.62329834,0.60832162,0.841604731,0.276130361,0.026801379,0.565206671,1,0.077035118
3740,3740,0,0.502656852,0.576264719,0.557470957,0.615359114,0.615359114,0.999228029,0.797702386,0.809601091,0.303529118,0.781877624,8970000000.0,0.0,0.463851774,0.000129013,0.030063772,0.219459778,0.219459778,0.219459778,0.241845514,0.325316545,0.019662114,0.119697093,0.192739324,0.022139653,0.848079155,0.689549527,0.689549527,0.21760471,7450000000.0,0.000462779,0.264213504,0.379540628,0.014789969,0.000475366,0.630729374,0.005977622,0.11690903,0.88309097,0.024712486,0.37362861,0.005365848,0.119685052,0.19178795,0.413652848,0.055472264,0.006456129,0.000979434,573000000.0,0.002884526,0.018548387,0.239945361,0.60576423,0.009809551,0.907493259,0.094356073,0.97044026,0.006113367,0.001339863,0.000261998,0.123611562,0.348054058,0.277743867,0.035065147,0.999873935,0.742642838,0.331573836,0.0,0.945060977,0.002955937,0.00593267,0.000766354,7180000000.0,0.594229477,1270000000.0,0.671573134,0.008601272,0.999873935,0.331573836,0.110933234,0.643450618,0.459387258,0.592802713,0.31464668,0.019828234,0,0.821183083,0.010517873,0.622108862,0.61535848,0.841974843,0.279114207,0.026791157,0.565158396,1,0.03206906
3749,3749,0,0.489055721,0.556912342,0.540714171,0.601313077,0.601313077,0.999001903,0.797421693,0.809341477,0.303512199,0.781601694,9070000000.0,4090000000.0,0.45941471,0.000254025,0.120356311,0.177742194,0.177742194,0.177742194,0.227852888,0.307561717,0.080569294,0.110740168,0.182044136,0.022126979,0.848079073,0.689459936,0.689458551,0.217600211,0.000107558,0.000463927,0.264072857,0.356758317,0.006990306,0.005345689,0.630985877,0.019270648,0.201257671,0.798742329,0.006594639,0.378165799,0.005365848,0.110687707,0.181072317,0.420192036,0.248875562,0.000781147,0.008089934,0.000175787,0.001958573,0.080483871,0.059327585,0.400092716,0.003868731,0.779238319,0.562638203,0.720276107,0.081704047,0.005311102,0.002274195,0.190581387,0.335279374,0.277838993,0.004690567,0.906609982,0.735594914,0.341767164,0.001448976,0.935345771,0.002307714,0.025726098,0.000132909,0.000106655,0.593929191,4310000000.0,0.671582983,0.053883007,0.906609982,0.341767164,0.113973508,0.6691081,0.462614932,0.529871133,0.322130602,0.041354806,0,0.80766009,0.001615468,0.623635039,0.601308707,0.841722167,0.288754945,0.026901813,0.565636014,1,0.017109993
3750,3750,0,0.539170282,0.581443524,0.592269393,0.616159068,0.616159068,0.999243743,0.797741398,0.809604476,0.303564648,0.781869765,8680000000.0,4060000000.0,0.475903139,0.000235024,0.126227351,0.186001433,0.186001433,0.186001433,0.232674671,0.330833982,0.013430736,0.112938686,0.187165775,0.022076709,0.848023441,0.689388177,0.689388177,0.217591092,6320000000.0,0.000451075,0.263919777,0.384272196,0.010046771,0.00959529,0.63089581,0.005352046,0.109169514,0.890830486,0.005252513,0.374971761,0.005365848,0.111672936,0.185227358,0.39633693,0.056971514,0.000787234,0.008031014,0.000280686,7040000000.0,0.018870968,0.026367816,0.416804233,0.04906228,0.785226168,0.308387841,0.312631334,0.044046597,0.009628368,0.003958321,0.05869924,0.362848056,0.277042692,0.001436055,0.501317234,0.734189838,0.328636745,0.018551816,0.94073353,0.002882702,0.007379097,0.000216081,0.000219335,0.593977588,826000000.0,0.671565955,0.432682996,0.501317234,0.328636745,0.119693682,0.638555906,0.458263858,0.643812296,0.313919188,0.029052843,0,0.824164305,0.007684374,0.623428562,0.616155944,0.842114516,0.278660481,0.026866514,0.565493796,1,0.03455906
3755,3755,0,0.4971969,0.563781073,0.544033406,0.601068047,0.601068047,0.999023279,0.797477168,0.809385875,0.303564165,0.781632852,6530000000.0,221000000.0,0.463174052,0.000173017,0.224010527,0.184526569,0.184526569,0.184526569,0.230500142,0.323052982,0.052633967,0.110577315,0.188370867,0.022114542,0.848083319,0.689562338,0.689541881,0.217611486,4700000000.0,0.000474058,0.264111709,0.379698968,0.010154727,0.009262783,0.630808825,0.009518599,0.151041509,0.848958491,0.007440937,0.37354026,0.00543775,0.110573713,0.187391599,0.397708806,0.15892054,0.00296633,0.002132211,0.000506152,0.00185115,0.050967742,0.020298753,0.396169241,0.001431372,0.844367213,0.834527539,0.843057117,0.30591726,0.0097568,0.010445803,0.155267246,0.345912712,0.277038507,0.0013828,0.979030042,0.739820784,0.334533433,0.0,0.940807148,0.00250506,0.01453157,0.000181735,0.000185833,0.593969056,0.000183793,0.671580733,0.051209871,0.979030042,0.334533433,0.110933234,0.6610948,0.462341116,0.590295956,0.318020525,0.028750222,0,0.819357387,0.002497832,0.624412956,0.601068801,0.842252138,0.281681959,0.026840546,0.565383381,1,0.024059396
3761,3761,0,0.448934822,0.512429132,0.499330799,0.600995979,0.601118494,0.999013111,0.79715442,0.809089415,0.303021551,0.781308921,7630000000.0,0.0,0.462907325,0.000570057,0.0,0.167586701,0.167586701,0.167586701,0.202231256,0.320506472,0.010768789,0.097793339,0.16118099,0.022048564,0.848000266,0.689479932,0.689479932,0.217601624,6310000000.0,0.000420906,0.26415367,0.380295071,0.005166911,0.002761742,0.628762962,0.014059038,0.179641443,0.820358557,0.00496436,0.378511373,0.006629009,0.097814581,0.160191539,0.402507693,0.04197901,0.000434196,0.014588181,2810000000.0,4770000000.0,0.019677419,0.008213504,0.393365143,0.023281598,0.738180695,0.186362532,0.311643786,0.011017481,0.003020948,0.00052494,0.111137707,0.343353997,0.275486821,0.005896181,0.586094596,0.730627411,0.333612731,0.002009272,0.916009581,0.002099423,0.019425622,0.000304693,0.000185272,0.593883586,2870000000.0,0.671580842,0.47496398,0.586094596,0.333612731,0.112443002,0.647174847,0.45987978,0.580233375,0.315568898,0.055238138,0,0.781096869,0.009891142,0.613601494,0.600992528,0.838298037,0.28497534,0.026396494,0.56215483,1,0.019635477
3765,3765,0,0.484034515,0.548789795,0.532790835,0.601731071,0.601709451,0.999006756,0.797418235,0.809337962,0.303495764,0.781588782,9220000000.0,0.0,0.460339029,0.000635064,0.135135135,0.192490835,0.192490835,0.192490835,0.219249315,0.315201245,0.044012886,0.104633173,0.175943361,0.022074939,0.848010783,0.689303866,0.689303866,0.217576829,6980000000.0,0.000442217,0.263934541,0.371884431,0.013694185,0.006419942,0.632539965,0.011428155,0.164615896,0.835384104,0.00603944,0.377847066,0.006518719,0.104654193,0.175009426,0.410450911,0.124437781,0.000726365,0.008713287,4280000000.0,0.000518201,0.038064516,0.019317598,0.394902874,0.005933029,0.85175698,0.354018256,0.660311749,0.037175718,0.007096361,0.002164282,0.090869885,0.338985998,0.277409896,0.017382808,0.520577095,0.741311186,0.331571489,0.011898248,0.935978059,0.002294444,0.01635119,0.000215923,0.000115777,0.594002487,3340000000.0,0.671544772,0.149184083,0.520577095,0.331571489,0.127541891,0.603283316,0.45311853,0.555740302,0.306260403,0.021403354,0,0.80212027,0.008880424,0.623870934,0.601729531,0.840682981,0.283067032,0.027601728,0.567345661,1,0.021775468
