,Bankrupt?, ROA(C) before interest and depreciation before interest, ROA(A) before interest and % after tax, ROA(B) before interest and depreciation after tax, Operating Gross Margin, Realized Sales Gross Margin, Operating Profit Rate, Pre-tax net Interest Rate, After-tax net Interest Rate, Non-industry income and expenditure/revenue, Continuous interest rate (after tax), Operating Expense Rate, Research and development expense rate, Cash flow rate, Interest-bearing debt interest rate, Tax rate (A), Net Value Per Share (B), Net Value Per Share (A), Net Value Per Share (C), Persistent EPS in the Last Four Seasons, Cash Flow Per Share, Revenue Per Share (Yuan ¥), Operating Profit Per Share (Yuan ¥), Per Share Net profit before tax (Yuan ¥), Realized Sales Gross Profit Growth Rate, Operating Profit Growth Rate, After-tax Net Profit Growth Rate, Regular Net Profit Growth Rate, Continuous Net Profit Growth Rate, Total Asset Growth Rate, Net Value Growth Rate, Total Asset Return Growth Rate Ratio, Cash Reinvestment %, Current Ratio, Quick Ratio, Interest Expense Ratio, Total debt/Total net worth, Debt ratio %, Net worth/Assets, Long-term fund suitability ratio (A), Borrowing dependency, Contingent liabilities/Net worth, Operating profit/Paid-in capital, Net profit before tax/Paid-in capital, Inventory and accounts receivable/Net value, Total Asset Turnover, Accounts Receivable Turnover, Average Collection Days, Inventory Turnover Rate (times), Fixed Assets Turnover Frequency, Net Worth Turnover Rate (times), Revenue per person, Operating profit per person, Allocation rate per person, Working Capital to Total Assets, Quick Assets/Total Assets, Current Assets/Total Assets, Cash/Total Assets, Quick Assets/Current Liability, Cash/Current Liability, Current Liability to Assets, Operating Funds to Liability, Inventory/Working Capital, Inventory/Current Liability, Current Liabilities/Liability, Working Capital/Equity, Current Liabilities/Equity, Long-term Liability to Current Assets, Retained Earnings to Total Assets, Total income/Total expense, Total expense/Assets, Current Asset Turnover Rate, Quick Asset Turnover Rate, Working capitcal Turnover Rate, Cash Turnover Rate, Cash Flow to Sales, Fixed Assets to Assets, Current Liability to Liability, Current Liability to Equity, Equity to Long-term Liability, Cash Flow to Total Assets, Cash Flow to Liability, CFO to Assets, Cash Flow to Equity, Current Liability to Current Assets, Liability-Assets Flag, Net Income to Total Assets, Total assets to GNP price, No-credit Interval, Gross Profit to Sales, Net Income to Stockholder's Equity, Liability to Equity, Degree of Financial Leverage (DFL), Interest Coverage Ratio (Interest expense to EBIT), Net Income Flag, Equity to Liability
3475,0,0.442938624,0.528020061,0.500990417,0.599814065,0.599814065,0.998928184,0.79735778,0.809295648,0.303554255,0.78152815,0.000140267,6380000000.0,0.463840031,0.00040204,0.0,0.151236779,0.151236779,0.151236779,0.206202137,0.321390677,0.050924876,0.087533588,0.165850719,0.022085179,0.848065368,0.689651756,0.689651756,0.217615276,5200000000.0,0.000433308,0.264614464,0.384067285,0.007538198,0.007312034,0.620168559,0.014736593,0.182997249,0.817002751,0.00558249,0.380200097,0.005365848,0.087514453,0.164866903,0.410547371,0.286356822,0.000929261,0.006803947,0.000426093,0.001349592,0.095,0.01681477,0.390120079,0.001687769,0.782899119,0.562329163,0.572868826,0.080939371,0.007214818,0.00303783,0.141215224,0.346096966,0.27711927,0.001191398,0.734844614,0.735403332,0.335895173,0.0,0.904769517,0.002213051,0.057258621,6260000000.0,6680000000.0,0.593925397,2810000000.0,0.67157184,0.125991311,0.734844614,0.335895173,0.110933234,0.641227682,0.459036147,0.596677573,0.314152781,0.038444095,0,0.790285387,0.000497636,0.623791414,0.59981123,0.839356894,0.285466206,0.026271804,0.560288822,1,0.01920747
3476,0,0.436113684,0.496947231,0.483484127,0.597378169,0.597378169,0.998917669,0.797327207,0.80925711,0.303523076,0.781510887,0.00011182,0.0,0.47769474,0.000462046,0.0,0.162572163,0.162572163,0.162572163,0.194478586,0.361710405,0.083639609,0.078495237,0.154025759,0.021979172,0.84787418,0.688919332,0.688919332,0.217538164,2810000000.0,0.000396525,0.262914268,0.493051675,0.009146305,0.006067472,0.630139998,0.013473586,0.176618194,0.823381806,0.006442303,0.377064214,0.005365848,0.078468253,0.153035216,0.417306273,0.268365817,0.000635062,0.009973657,0.000144833,0.002797529,0.098870968,0.044865826,0.385518193,0.001976989,0.833145579,0.622703653,0.881751584,0.145497977,0.006252625,0.004293763,0.179728908,0.38830397,0.277448123,0.007824592,0.972758132,0.740342999,0.337889147,0.0,0.925258414,0.002136386,0.05599155,8350000000.0,6040000000.0,0.593937522,4190000000.0,0.671568466,0.066763298,0.972758132,0.337889147,0.110933234,0.62571667,0.456778916,0.83575933,0.310603616,0.03184995,0,0.765278824,0.000587656,0.623749689,0.597376717,0.836532484,0.28455032,0.026659062,0.564438561,1,0.020040463
3477,0,0.517476722,0.580353249,0.571122651,0.597846611,0.597846611,0.998927606,0.797714284,0.809621402,0.304178563,0.781902467,0.000109392,205000000.0,0.466530787,0.000212021,0.0,0.203025578,0.203025578,0.203025578,0.23740191,0.320011318,0.015230576,0.092826317,0.188295549,0.022088008,0.847853617,0.689771355,0.689771355,0.217637864,6810000000.0,0.000479798,0.264344049,0.376820908,0.007946309,0.002705596,0.63087492,0.005074823,0.105511383,0.894488617,0.006299617,0.374925909,0.006577216,0.092839579,0.187293568,0.395563909,0.053973013,0.002250109,0.002810214,0.000110249,0.00016416,0.018225806,0.020260564,0.389701725,0.015545444,0.757483787,0.039966945,0.098286603,0.003930127,0.003385834,0.000854379,0.023985061,0.344001889,0.278146234,0.012126313,0.204702839,0.73236313,0.327165496,0.076901369,0.94087023,0.002729466,0.009198187,6930000000.0,2830000000.0,0.593928621,817000000.0,0.671569082,0.161040155,0.204702839,0.327165496,0.122671396,0.640927754,0.458796602,0.576142456,0.314275727,0.036527206,0,0.822858855,0.117136985,0.623260834,0.597841913,0.841981002,0.278459459,0.026872885,0.56552012,1,0.035853424
3479,0,0.497733145,0.538159616,0.540500027,0.613485349,0.613485349,0.99903183,0.797407168,0.80931687,0.303423979,0.78157222,0.000256019,0.0,0.465534335,0.000914091,0.611701589,0.172053432,0.172053432,0.172053432,0.2149948,0.322204145,0.016924543,0.100806123,0.171574904,0.022091058,0.848005207,0.689157491,0.689157491,0.217564641,7670000000.0,0.00042939,0.263635375,0.379391602,0.003510753,0.003719961,0.633317009,0.004513081,0.097650936,0.902349064,0.005004433,0.372122179,0.005365848,0.10080284,0.170597994,0.396811192,0.107946027,0.0009881,0.006396632,19100000.0,8320000000.0,0.024677419,0.004191942,0.392924176,0.00685417,0.716210732,0.197888866,0.189582685,0.019139324,0.003649573,0.001030554,0.098288324,0.352434645,0.27697486,0.0,0.945038106,0.729796087,0.330055278,0.0,0.933218288,0.002237974,0.035365848,6680000000.0,7610000000.0,0.593878679,2070000000.0,0.671577799,0.65917804,0.945038106,0.330055278,0.110933234,0.649511217,0.460966847,0.602370958,0.315484133,0.079353738,0,0.797608833,0.000964466,0.623561225,0.613482788,0.840155377,0.278052256,0.027601324,0.567345044,1,0.038948455
3489,0,0.528591625,0.593218491,0.570212538,0.599028524,0.598992491,0.999023741,0.797469421,0.809373246,0.303549663,0.781629343,3160000000.0,0.0,0.45810456,0.000694069,0.212268448,0.24857781,0.24857781,0.24857781,0.252434528,0.305298154,0.131252174,0.13386532,0.215108835,0.022182953,0.848121705,0.689641859,0.689641859,0.217616354,0.0001059,0.000652108,0.264504899,0.368242614,0.013239896,0.006936482,0.631250257,0.007671053,0.135018291,0.864981709,0.008607396,0.375232339,0.006570513,0.133828391,0.211281201,0.407709837,0.289355322,0.001316791,0.004804946,0.000109485,0.003737099,0.070806452,0.143439625,0.422129757,0.007489961,0.849161257,0.38061033,0.661241471,0.062010201,0.007367193,0.003488068,0.094065371,0.33411784,0.277387212,0.015511596,0.657299359,0.739406661,0.330743731,0.006936782,0.940994062,0.002581976,0.012698684,0.00010133,5810000000.0,0.59395765,2800000000.0,0.671575827,0.050395785,0.657299359,0.330743731,0.118868429,0.653029998,0.461175623,0.535938839,0.316297988,0.022131448,0,0.822125863,0.010158149,0.623954124,0.59902829,0.842270318,0.280342554,0.026972007,0.565894718,1,0.027330914
3492,0,0.512309267,0.572230702,0.557631565,0.600628432,0.600541951,0.999018773,0.797438986,0.80934981,0.303506882,0.781610957,613000000.0,2580000000.0,0.463756154,0.0,0.227857071,0.177531499,0.177531499,0.177531499,0.22908197,0.322557827,0.07081386,0.114404364,0.185734729,0.022165269,0.848172961,0.689529906,0.689529906,0.217608151,8140000000.0,0.000567088,0.264178536,0.385706568,0.012145984,0.009645197,0.630615676,0.007188648,0.130241558,0.869758442,0.00870848,0.369637181,0.005484669,0.114408781,0.184020813,0.408101037,0.344827586,0.000984042,0.006432496,0.000236739,0.004012464,0.081774194,0.131189871,0.417403496,0.004136035,0.867691793,0.718869011,0.851157602,0.136638348,0.009926931,0.005501431,0.131605838,0.347475003,0.277165021,0.00608148,0.958236931,0.74055999,0.332380581,0.0,0.938754919,0.002372254,0.026670198,9890000000.0,8710000000.0,0.593953579,4710000000.0,0.671582117,0.039904429,0.958236931,0.332380581,0.110933234,0.679780313,0.466456793,0.593459603,0.320704115,0.024103651,0,0.818168757,0.003458669,0.624104834,0.600624666,0.841879257,0.2799926,0.02679194,0.565162129,1,0.028457558
3496,0,0.528737874,0.597634104,0.581508646,0.602163479,0.602163479,0.999032176,0.797533888,0.809439256,0.30364465,0.781702747,7400000000.0,3020000000.0,0.461738087,0.000331033,0.086952121,0.210442038,0.210442038,0.210442038,0.252623617,0.318561222,0.061996158,0.115870043,0.204564284,0.022090315,0.848043157,0.68938356,0.68938356,0.217591417,6530000000.0,0.000487958,0.263871599,0.364489028,0.006967217,0.00616791,0.630719785,0.006585871,0.123862503,0.876137497,0.010080055,0.371246502,0.006608292,0.115483577,0.202722268,0.40170252,0.176911544,0.000892739,0.007084883,0.000473861,0.002780129,0.044193548,0.025395473,0.397989643,0.001110436,0.768277686,0.433535232,0.451851808,0.087030305,0.006527269,0.003827393,0.120448148,0.341628106,0.277255998,0.001492941,0.92026467,0.733177897,0.331646633,0.0,0.944139343,0.002608215,0.017186753,9430000000.0,9580000000.0,0.593925157,5390000000.0,0.671539189,0.030831273,0.92026467,0.331646633,0.110933234,0.573707171,0.44511225,0.568511285,0.30345916,0.041485746,0,0.834016309,0.003807501,0.623803384,0.602160342,0.843075269,0.279555651,0.026822243,0.565302384,1,0.03009137
3500,0,0.520840443,0.57642826,0.578403555,0.605795702,0.605795702,0.999008836,0.797500409,0.809418945,0.303634982,0.781684922,0.000155647,2900000000.0,0.476622799,0.000463046,0.010426156,0.170283595,0.170283595,0.170283595,0.225678359,0.324962863,0.020977963,0.099910431,0.179031408,0.022047284,0.847975809,0.689335663,0.689335663,0.217585401,5630000000.0,0.000471763,0.263702978,0.386116389,0.010167207,0.004030633,0.631018753,0.003444314,0.08081144,0.91918856,0.005238775,0.371749765,0.005365848,0.098978944,0.17628384,0.397627083,0.133433283,0.002607205,0.002425955,896000000.0,0.000159621,0.030967742,0.014444134,0.394258384,0.011252282,0.779525499,0.10440907,0.255648184,0.037260019,0.0041027,0.004122036,0.04759319,0.365874383,0.27770946,0.016006338,0.544100182,0.73356747,0.327909686,0.009929772,0.939902941,0.002391463,0.027255026,6330000000.0,2370000000.0,0.593936262,2890000000.0,0.671560868,0.438922803,0.544100182,0.327909686,0.114283152,0.623834784,0.453393747,0.63212203,0.312110123,0.028716245,0,0.821721527,0.003322991,0.623641645,0.605797503,0.841687442,0.277277024,0.026926657,0.565731062,1,0.047524864
3504,0,0.62852825,0.645442652,0.694255581,0.617838251,0.617838251,0.999332484,0.797825648,0.809715795,0.303526218,0.782008151,2500000000.0,713000000.0,0.482512602,0.000245025,0.025306205,0.231806498,0.231806498,0.231806498,0.297816016,0.36687416,0.042167672,0.168227343,0.237779619,0.022152548,0.84808459,0.689509045,0.689509045,0.217606346,0.000102239,0.000530555,0.264898089,0.397554115,0.004730094,0.004311361,0.630756428,0.009002453,0.146899658,0.853100342,0.00500941,0.377822462,0.005365848,0.168246291,0.236686524,0.397560097,0.098950525,0.001158532,0.005458186,0.000317946,6580000000.0,0.029354839,0.015689673,0.411376948,0.036007877,0.738816242,0.15194274,0.170243626,0.032259742,0.004167872,0.00254216,0.067007607,0.368299191,0.2766839,0.001808068,0.426722894,0.730957937,0.329689701,0.051061141,0.955166162,0.004701273,0.003827659,7450000000.0,7100000000.0,0.593899731,4230000000.0,0.671578773,0.763506611,0.426722894,0.329689701,0.127647808,0.649317508,0.460382454,0.696094564,0.31574766,0.06006225,0,0.851408725,0.020226252,0.623813039,0.617835868,0.845136431,0.281308177,0.02681843,0.56528517,1,0.024839334
3512,0,0.494271925,0.551788051,0.54017881,0.598466395,0.598466395,0.998972439,0.797451022,0.809361007,0.303624831,0.78160029,746000000.0,3400000000.0,0.465889971,0.00030203,0.190100213,0.193628587,0.193628587,0.193628587,0.220478397,0.324078659,0.037932756,0.09730478,0.179558635,0.022047932,0.847961939,0.689251121,0.689251121,0.217572648,6130000000.0,0.000415016,0.263651693,0.376709139,0.006377515,0.005869091,0.631246832,0.008004815,0.138162469,0.861837531,0.005964107,0.375131687,0.005365848,0.097228329,0.17844054,0.398247374,0.11994003,0.001018534,0.00621475,0.000445773,0.000384301,0.032258065,0.036951956,0.393387757,0.012477622,0.754874873,0.221560489,0.23746295,0.042920519,0.005827149,0.003255067,0.069644629,0.347146132,0.277757357,0.001777,0.472233269,0.732253516,0.329627214,0.025810757,0.937747162,0.002380487,0.01239253,6820000000.0,6850000000.0,0.59391827,3790000000.0,0.671574889,0.166673368,0.472233269,0.329627214,0.121948868,0.646721926,0.459972549,0.593689666,0.31522931,0.045176942,0,0.806870284,0.012341181,0.62367227,0.598463914,0.840989146,0.280584564,0.02696628,0.565874716,1,0.026629916
3518,0,0.595622288,0.636011775,0.629209272,0.605449776,0.605449776,0.999112251,0.79755782,0.809434308,0.303518967,0.781700922,4660000000.0,1530000000.0,0.47009218,0.000414041,0.240813848,0.208166533,0.208166533,0.208166533,0.27389619,0.345405673,0.097705583,0.16423744,0.232507344,0.022132304,0.84806885,0.689470467,0.689470467,0.217601671,7390000000.0,0.000499786,0.264275668,0.401717522,0.009212452,0.007706925,0.630689306,0.007098369,0.129334583,0.870665417,0.006460546,0.371258804,0.005365848,0.16426466,0.23158887,0.401247014,0.290854573,0.001675915,0.003771716,0.000250879,0.001380608,0.067096774,0.059386337,0.421948848,0.00495896,0.812766096,0.567202084,0.653831084,0.097973331,0.007760237,0.003915444,0.132591831,0.366080734,0.27721807,0.004103364,0.972289795,0.73648288,0.332392704,0.000159469,0.954476939,0.002635264,0.024232303,8540000000.0,7790000000.0,0.593938265,3870000000.0,0.671575403,0.092356629,0.972289795,0.332392704,0.11110753,0.653114169,0.461273222,0.671479519,0.316253345,0.031627903,0,0.853456792,0.002909138,0.624131252,0.605447543,0.844773463,0.279927317,0.02680962,0.56524492,1,0.028684366
3520,0,0.504996831,0.55892935,0.548691043,0.59991496,0.59991496,0.998992428,0.797413946,0.80932976,0.303518242,0.781589624,7770000000.0,0.0,0.466550917,0.00069707,0.285251544,0.178542834,0.178542834,0.178542834,0.220856576,0.328287473,0.057352874,0.103737481,0.178579498,0.022143082,0.848153197,0.690128853,0.690128853,0.217679374,8020000000.0,0.000591793,0.264183199,0.389339071,0.009556912,0.00634009,0.63234716,0.007190472,0.130241558,0.869758442,0.00538833,0.375359833,0.008021351,0.10369339,0.175974663,0.405633267,0.272863568,0.001166648,0.00541976,0.000156871,0.00053787,0.068225806,0.0391904,0.396090093,0.010392766,0.806593603,0.419460181,0.551181976,0.007052596,0.007057507,0.000345771,0.107992781,0.352858734,0.277339877,0.00680668,0.783910741,0.736053024,0.331269239,0.004000061,0.939196662,0.002287238,0.028080823,7830000000.0,6190000000.0,0.593938066,306000000.0,0.671572342,0.266481398,0.783910741,0.331269239,0.114646766,0.643062111,0.459300358,0.616254105,0.314588375,0.030511358,0,0.805365662,0.001044069,0.623822683,0.599913358,0.8408198,0.279993555,0.027411324,0.567021882,1,0.028454281
3522,0,0.493784429,0.55849324,0.543658654,0.597212413,0.597234033,0.998974634,0.797411733,0.809333015,0.303551596,0.781592711,5250000000.0,0.0,0.464942167,0.000322032,0.125822452,0.18364165,0.18364165,0.18364165,0.225678359,0.323406663,0.08866101,0.101050403,0.17978459,0.022026597,0.847975491,0.689386907,0.689386907,0.21759003,4740000000.0,0.000439397,0.263915114,0.380146045,0.011654878,0.00930458,0.631058821,0.005720461,0.113795084,0.886204916,0.005883295,0.373705777,0.006128132,0.100794698,0.178734635,0.406888587,0.341829085,0.001022592,0.006189132,0.000233873,0.00098723,0.076451613,0.088688806,0.3961014,0.009053678,0.839601488,0.550314738,0.673616024,0.050574221,0.009220666,0.002466127,0.108582295,0.350281192,0.277200216,0.006637143,0.900234322,0.737900588,0.330838156,0.001750101,0.936992857,0.002347044,0.024282036,5840000000.0,5070000000.0,0.593938653,1420000000.0,0.671570434,0.158941394,0.900234322,0.330838156,0.112737308,0.634327954,0.457364992,0.600355835,0.313261518,0.025105826,0,0.812594582,0.004240238,0.623974256,0.597207599,0.841294933,0.278927965,0.026924955,0.565724676,1,0.033026757
3523,0,0.535465315,0.608482338,0.592483538,0.604030038,0.60375618,0.99897914,0.797614678,0.809520759,0.303896742,0.781794536,0.00015264,4480000000.0,0.46482474,960000000.0,0.031278469,0.211116261,0.211116261,0.211116261,0.252529073,0.324503077,0.037161396,0.098363325,0.201325601,0.022113293,0.848057921,0.68956202,0.68956202,0.217611964,7680000000.0,0.000476229,0.264399997,0.376085094,0.006702007,0.005053108,0.630634512,0.004432833,0.096471869,0.903528131,0.008719131,0.371301302,0.008074973,0.098392691,0.200377045,0.399406235,0.128935532,0.000817668,0.007738123,0.000162412,0.001346566,0.029516129,0.0198023,0.393150313,0.001950601,0.761077676,0.270964888,0.347828475,0.054807227,0.00509866,0.003003057,0.096579062,0.350359928,0.278114734,0.004495005,0.939424525,0.732563575,0.329965532,0.0,0.955324954,0.002577845,0.020788574,0.000107812,8700000000.0,0.593923725,4930000000.0,0.671573016,0.04781208,0.939424525,0.329965532,0.110933234,0.643963453,0.459543514,0.595354004,0.314709614,0.043068857,0,0.83829553,0.009962491,0.623668438,0.604024743,0.842957383,0.277993895,0.026797798,0.565189867,1,0.039454382
3526,0,0.495539414,0.55762102,0.541891964,0.598596117,0.598596117,0.998983762,0.797385863,0.809311272,0.303487304,0.781569273,6520000000.0,560000000.0,0.457644918,0.00090209,0.193946756,0.178079306,0.178079306,0.178079306,0.218492956,0.286588385,0.18674471,0.115381484,0.174211042,0.022150399,0.848045745,0.689384974,0.689384974,0.217591755,9190000000.0,0.000540387,0.264104716,0.333016654,0.006316985,0.003096744,0.634326585,0.029490511,0.226743659,0.773256341,0.00520001,0.399628257,0.005365848,0.115369583,0.172928135,0.425913992,0.3988006,0.001805768,0.003503589,0.00018878,0.001454745,0.193387097,0.05994448,0.39656498,0.007906852,0.76199465,0.461477441,0.725612338,0.036683045,0.003893865,0.000920072,0.21155142,0.330580822,0.280346235,0.00661105,0.894953447,0.733917189,0.34968461,0.003345022,0.932220611,0.002241098,0.039315174,7280000000.0,4680000000.0,0.593917968,1140000000.0,0.671570879,0.184758214,0.894953447,0.34968461,0.120536368,0.637037638,0.458605546,0.491432338,0.312254078,0.045590397,0,0.798513908,0.001174995,0.623467251,0.59859557,0.840541387,0.296166606,0.031757319,0.569313145,1,0.014737208
3527,0,0.501779359,0.556966856,0.55838107,0.60317243,0.60317243,0.999047891,0.797425982,0.809352023,0.303423254,0.781616571,7450000000.0,0.0,0.462516461,0.000750075,0.0,0.190847415,0.190847415,0.190847415,0.222085658,0.319374691,0.032820606,0.10854165,0.175039542,0.022221923,0.848499457,0.690104183,0.690104183,0.21768541,6870000000.0,0.000448131,0.264297426,0.377668492,0.006222133,0.002678147,0.633218038,0.011604155,0.165734498,0.834265502,0.005107714,0.382416688,0.006067198,0.107797157,0.174089435,0.400072077,0.094452774,0.001933592,0.003268764,8620000000.0,8400000000.0,0.031451613,0.035430284,0.402241017,0.053424303,0.753359419,0.104665841,0.235108395,0.015671243,0.002727258,0.001172183,0.070620595,0.342031764,0.283345919,0.009376716,0.398768617,0.732183066,0.330408187,0.042642669,0.933608576,0.002309999,0.014495861,9540000000.0,4160000000.0,0.593917819,1860000000.0,0.67157584,0.555373961,0.398768617,0.330408187,0.132715984,0.646798286,0.459871224,0.571972888,0.315383739,0.046258327,0,0.802740008,0.027774256,0.626794117,0.603174028,0.840753519,0.283194831,0.028565866,0.568316647,1,0.021602179
3534,0,0.497976893,0.573757087,0.546763745,0.595936811,0.595944018,0.998993237,0.797448255,0.809362569,0.303576733,0.781610536,133000000.0,67900000.0,0.458205212,0.001673167,0.133819212,0.261177363,0.261177363,0.261177363,0.246667297,0.300735658,0.156888546,0.11904568,0.20855615,0.022113119,0.848055662,0.689472054,0.689472054,0.217631144,6770000000.0,0.000476155,0.264090729,0.354960694,0.008051769,0.007565937,0.630686223,0.007307198,0.131450857,0.868549143,0.022775841,0.370449111,0.005599834,0.118650968,0.206930096,0.405109435,0.271364318,0.000886653,0.007136971,0.000630159,0.006865974,0.063870968,0.446822261,0.440571222,0.003658677,0.7905281,0.546833756,0.570857,0.027793854,0.007510852,0.001115349,0.132044792,0.331547241,0.277135723,0.001752636,0.952824369,0.734888863,0.332446299,0.0,0.940463964,0.002780517,0.007546968,7570000000.0,7770000000.0,0.593930301,1130000000.0,0.671562972,0.008758848,0.952824369,0.332446299,0.110933234,0.613354483,0.453561294,0.525693846,0.309604738,0.036062479,0,0.820287487,0.130179289,0.624535675,0.595937855,0.84206914,0.280078701,0.026811334,0.565252804,1,0.028166812
3543,0,0.391702823,0.417248147,0.437014829,0.59955462,0.59955462,0.998821996,0.797154973,0.809095014,0.303422287,0.781336149,0.00024249,43600000.0,0.454435805,0.000458046,0.0,0.140027812,0.140027812,0.140027812,0.182944124,0.279373276,0.030960267,0.075156746,0.107403781,0.022589566,0.848076696,0.689359034,0.689359034,0.217588765,0.00010953,0.000338905,0.26400603,0.334125033,0.005264882,0.003262685,0.630375611,0.039186022,0.240983161,0.759016839,0.004994199,0.392404766,0.005365848,0.075186868,0.143835307,0.422491,0.202398801,0.001174764,0.005383042,0.000183048,0.000311677,0.077903226,0.004861713,0.389679112,0.002174276,0.73373235,0.389055974,0.499184345,0.017681953,0.004012429,0.00053984,0.173709887,0.326169411,0.275937172,0.00358952,0.688844629,0.728276962,0.350321839,0.006378443,0.895127142,0.002049811,0.05447173,0.000112718,9070000000.0,0.593903895,1160000000.0,0.671548945,0.297650893,0.688844629,0.350321839,0.126751604,0.596820652,0.454343451,0.452897432,0.291942148,0.054263588,0,0.738500917,0.000189299,0.623572294,0.599551266,0.826036199,0.303197494,0.026721774,0.564804317,1,0.013626324
3551,0,0.481743285,0.542629743,0.535895926,0.600650053,0.600650053,0.998969665,0.797396377,0.809334577,0.303535161,0.781582325,0.000112283,5180000000.0,0.467641311,0.000180018,0.0,0.184990097,0.184990097,0.184990097,0.219532949,0.325316545,0.063856497,0.097874766,0.173683814,0.022043475,0.847940082,0.689247514,0.689192404,0.217572525,6970000000.0,0.000447707,0.263506384,0.382875079,0.013616182,0.012022653,0.631051629,0.006424461,0.122078786,0.877921214,0.0053967,0.374264958,0.005365848,0.097879721,0.172709449,0.398055794,0.268365817,0.001205198,0.005247271,0.0023951,0.000742124,0.057258065,0.048414435,0.393399064,0.014605906,0.832717815,0.544458496,0.537354755,0.239902929,0.013350741,0.017025034,0.074459757,0.351523664,0.277001132,0.001039126,0.572297008,0.737697686,0.329525945,0.009887894,0.936331296,0.002286403,0.036021965,7230000000.0,7920000000.0,0.593947645,10000000000.0,0.67157405,0.315887218,0.572297008,0.329525945,0.119468458,0.648371969,0.460403854,0.607799296,0.315430614,0.021525767,0,0.807853724,0.000625388,0.624019801,0.600649468,0.840979794,0.279438032,0.026833899,0.565354279,1,0.030582433
